src,satb,articulation,instrument,duration_s,dest
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Other/Samples/Viola-Section/G5-tremolo-PB-loop.wav,A,sustain,Violas,6.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Violas/G5-tremolo-PB-loop.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Other/Samples/Viola-Section/G6-tremolo-PB-loop.wav,A,sustain,Violas,6.93,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Violas/G6-tremolo-PB-loop.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/A#3-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/A#3-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/A#4-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/A#4-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/A5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/A5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/B5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/B5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/D#5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/D#5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/D5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/D5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/E3-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/E3-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/F#4-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/F#4-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/F#5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/F#5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/F4-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/F4-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/F5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/F5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/G#3-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/G#3-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/G4-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/G4-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/English-Horn/G5-stac-PB.wav,A,pizzicato,English Horn,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/English Horn/G5-stac-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A#3-staccato-rr1-PB.wav,A,pizzicato,Violas,0.33,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A#3-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A#3-staccato-rr2-PB.wav,A,pizzicato,Violas,0.36,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A#3-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A#4-staccato-rr1-PB.wav,A,pizzicato,Violas,0.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A#4-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A#4-staccato-rr2-PB.wav,A,pizzicato,Violas,0.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A#4-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A5-staccato-rr1-PB.wav,A,pizzicato,Violas,0.21,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A5-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_A5-staccato-rr2-PB.wav,A,pizzicato,Violas,0.27,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_A5-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C#3-staccato-rr2-PB.wav,A,pizzicato,Violas,0.23,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C#3-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C#5-staccato-rr1-PB.wav,A,pizzicato,Violas,0.28,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C#5-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C3-staccato-rr1-PB.wav,A,pizzicato,Violas,0.24,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C3-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C4-staccato-rr1-PB.wav,A,pizzicato,Violas,0.24,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C4-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C4-staccato-rr2-PB.wav,A,pizzicato,Violas,0.24,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C4-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_C5-staccato-rr2-PB.wav,A,pizzicato,Violas,0.26,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_C5-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_D#4-staccato-rr2-PB.wav,A,pizzicato,Violas,0.24,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_D#4-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E3-staccato-rr1-PB.wav,A,pizzicato,Violas,0.23,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E3-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E4-staccato-rr1-PB.wav,A,pizzicato,Violas,0.28,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E4-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E5-staccato-rr1-PB.wav,A,pizzicato,Violas,0.22,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E5-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E5-staccato-rr2-PB.wav,A,pizzicato,Violas,0.25,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E5-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E6-staccato-rr1-PB.wav,A,pizzicato,Violas,0.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E6-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_E6-staccato-rr2-PB.wav,A,pizzicato,Violas,0.17,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_E6-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_F#3-staccato-rr2-PB.wav,A,pizzicato,Violas,0.27,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_F#3-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_F4-staccato-rr2-PB.wav,A,pizzicato,Violas,0.29,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_F4-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G#4-staccato-rr2-PB.wav,A,pizzicato,Violas,0.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G#4-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G#5-staccato-rr1-PB.wav,A,pizzicato,Violas,0.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G#5-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G#5-staccato-rr2-PB.wav,A,pizzicato,Violas,0.26,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G#5-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G3-staccato-rr1-PB.wav,A,pizzicato,Violas,0.25,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G3-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G3-staccato-rr2-PB.wav,A,pizzicato,Violas,0.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G3-staccato-rr2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/Philharmonia/Samples/Viola/viola_G4-staccato-rr1-PB.wav,A,pizzicato,Violas,0.26,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Violas/viola_G4-staccato-rr1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-a#3-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-a#3-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-a#4-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-a#4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-a#5-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-a#5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-a#6-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-a#6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-c#4-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-c#4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-c#5-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-c#5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-c#6-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-c#6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-e4-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-e4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-e5-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-e5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-e6-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-e6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-g3-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-g3-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-g4-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-g4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-g5-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-g5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-piz-rr1-g6-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-piz-rr1-g6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-a#3-PB.wav,S,pizzicato,1st Violins,0.67,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-a#3-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-a#4-PB.wav,S,pizzicato,1st Violins,0.6,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-a#4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-a#5-PB.wav,S,pizzicato,1st Violins,0.6,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-a#5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-a#6-PB.wav,S,pizzicato,1st Violins,0.59,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-a#6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-c#4-PB.wav,S,pizzicato,1st Violins,0.62,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-c#4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-c#5-PB.wav,S,pizzicato,1st Violins,0.68,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-c#5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-c#6-PB.wav,S,pizzicato,1st Violins,0.64,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-c#6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-e4-PB.wav,S,pizzicato,1st Violins,0.65,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-e4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-e5-PB.wav,S,pizzicato,1st Violins,0.67,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-e5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-e6-PB.wav,S,pizzicato,1st Violins,0.68,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-e6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-g3-PB.wav,S,pizzicato,1st Violins,0.68,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-g3-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-g4-PB.wav,S,pizzicato,1st Violins,0.66,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-g4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-g5-PB.wav,S,pizzicato,1st Violins,0.61,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-g5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr1-g6-PB.wav,S,pizzicato,1st Violins,0.58,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr1-g6-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr2-a#3-PB.wav,S,pizzicato,1st Violins,0.67,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr2-a#3-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr2-a#4-PB.wav,S,pizzicato,1st Violins,0.6,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr2-a#4-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr2-a#5-PB.wav,S,pizzicato,1st Violins,0.63,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr2-a#5-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/SSO/Samples/1st Violins/1st-violins-stc-rr2-a#6-PB.wav,S,pizzicato,1st Violins,0.59,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/1st Violins/1st-violins-stc-rr2-a#6-PB.wav
